iR33,dir,file,fileDate,targ,zaTarg,proj,year,author1,Source,Reaction,dataType,x4,Emin,Emax,Egamma,Units,Theta,nData
111,al7p,al7pp0e,2006-06-23T00:00:00,27Al,13027,p,2001,M.Chiari,"M. Chiari et al., Nucl. Instr. Meth. B174 (2001) 259","27Al(p,p0)27Al","EBS","",783.0,3031.0,"",mb,165,169
112,al7p,al7pp0f,2006-06-23T00:00:00,27Al,13027,p,2001,M.Chiari,"M. Chiari et al., Nucl. Instr. Meth. B174 (2001) 259","27Al(p,p0)27Al","EBS","",783.0,3031.0,"",mb,170,169
113,al7p,al7pp0g,2006-06-23T00:00:00,27Al,13027,p,2002,A.R.Ramos,"A.R. Ramos et al., Nucl. Instr. Meth. B190 (2002) 95","27Al(p,p0)27Al","EBS","",498.0,2500.0,"",mb,140,162
114,al7p,al7pp0h,2006-06-23T00:00:00,27Al,13027,p,2002,A.R.Ramos,"A.R. Ramos et al., Nucl. Instr. Meth. B190 (2002) 95","27Al(p,p0)27Al","EBS","",499.0,2500.0,"",mb,178,160
115,al7p,al7pp0i,2006-06-23T00:00:00,27Al,13027,p,2001,Li Gong-ping,"Li Gong-ping et al., J. of Radioanal. and Nucl. Chem. 250 (2001) 555","27Al(p,p0)27Al","EBS","",956.0,2736.0,"",mb,160,142
116,al7p,al7pp0j,2007-07-25T00:00:00,27Al,13027,p,2007,Z.Siketic,"Z.Siketic et al. Nucl.Instm.&Meth. 261 (2007) 414","27Al(p,p0)27Al","EBS","",2430.0,5067.0,"",mb,150,204
117,al7p,al7pp0k,2007-07-25T00:00:00,27Al,13027,p,2007,Z.Siketic,"Z.Siketic et al. Nucl.Instm.&Meth. 261 (2007) 414","27Al(p,p0)27Al","EBS","",2430.0,5067.0,"",mb,165,204
118,al7p,al7pp0l,2007-07-25T00:00:00,27Al,13027,p,2007,Z.Siketic,"Z.Siketic et al. Nucl.Instm.&Meth. 261 (2007) 414","27Al(p,p0)27Al","EBS","",2430.0,5067.0,"",mb,120,204
119,al7p,al7pp0m,2007-10-31T00:00:00,27Al,13027,p,1974,I.P.Gulamov,"I.P.Gulamov et al. Izvestiya Academii Nauk v.38 (1974) 130","27Al(p,p0)27Al","EBS","",6212.2,6739.7,"",ru,70,45
120,al7p,al7pp0n,2007-10-31T00:00:00,27Al,13027,p,1974,I.P.Gulamov,"I.P.Gulamov et al. Izvestiya Academii Nauk v.38 (1974) 130","27Al(p,p0)27Al","EBS","",6207.9,6739.3,"",ru,90,49
121,al7p,al7pp0o,2008-03-24T00:00:00,27Al,13027,p,1978,M.Cenja,"M.Cenja et al. Nuclear Physics A v.307 (1978) 65","27Al(p,p0)27Al","EBS","",4489.0,7082.6,"",mb,140,59
122,al7p,al7pp0p,2010-01-14T00:00:00,27Al,13027,p,1966,M.K.Mehta,"M.K.Mehta et al. Nuclear Physics v.89 (1966) 22","27Al(p,p0)27Al","EBS","",3534.3,5502.9,"",mb,87.59,387
123,al7p,al7pp0q,2010-01-14T00:00:00,27Al,13027,p,1966,M.K.Mehta,"M.K.Mehta et al. Nuclear Physics v.89 (1966) 22","27Al(p,p0)27Al","EBS","",3986.5,5502.2,"",mb,148.71,281
124,al7p,al7pp3b,2008-03-26T00:00:00,27Al,13027,p,1967,S.S.Vasilyev,"S.S.Vasilyev et al. Yadernaya Fizika v.6 (1967) 1134","27Al(p,p3)27Al","NRA","",6213.1,6733.5,"",ru,90,54
125,al7p,al7ppga,2011-05-31T00:00:00,27Al,13027,p,1988,C.Boni,"C.Boni et al. Nucl. Instr. & Meth. B35 (1988) 80","27Al(p,pg2-1)27Al","PIGE,NRA","",2191.0,3793.0,"171",mb,90,82
126,al7p,al7ppgb,2011-05-31T00:00:00,27Al,13027,p,1988,C.Boni,"C.Boni et al. Nucl. Instr. & Meth. B35 (1988) 80","27Al(p,pg1-0)27Al","PIGE,NRA","",2192.0,3795.0,"843",mb,90,83
127,al7p,al7ppgc,2011-05-31T00:00:00,27Al,13027,p,1988,C.Boni,"C.Boni et al. Nucl. Instr. & Meth. B35 (1988) 80","27Al(p,pg2-0)27Al","PIGE,NRA","",2196.0,3802.0,"1013",mb,90,82
128,al7p,al7ppgd,2011-05-31T00:00:00,27Al,13027,p,1972,G.Deconninck,"G.Deconninck, G.Demortier, J. Radioanal. Chem. 12 (1972) 189","27Al(p,pg1-0)27Al","PIGE,NRA","",1500.0,3000.0,"843",yield,90,93
129,al7p,al7ppge,2011-05-31T00:00:00,27Al,13027,p,1972,G.Deconninck,"G.Deconninck, G.Demortier, J. Radioanal. Chem. 12 (1972) 189","27Al(p,pg2-0)27Al","PIGE,NRA","",1660.0,3000.0,"1013",yield,90,50
130,ar0a,ar0aa0a,2006-11-20T00:00:00,40Ar,18040,a,1986,Leavitt,"Leavitt, J.A., Stoss, P., Cooper, D.B., Seerveld, J.L., McIntyre Jr., L.C., Davis, R.E., Gutierrez, S. and Reith, T.M. Nucl. Instr. and Meth. B15 (1986) 296.","40Ar(a,a0)40Ar","EBS","",1853.0,4700.0,"",rr,170,60
131,ar0a,ar0pp0a,2006-11-20T00:00:00,40Ar,18040,p,1961,Barnhard,"Barnhard, A.C.L. and Kim, C.C. Nucl. Phys. 28 (1961) 428.","40Ar(p,p0)40Ar","EBS","",1805.0,3549.0,"",rr,159.5,230
132,ar0p,ar0pp0$1,2011-08-05T22:58:00,40Ar,18040,p,1961,A.C.L.Barnard,"A.C.L.Barnard+(1961), Jour. Nuclear Physics, Vol.28, p.428","40Ar(p,p0)40Ar","EBS","C0859003",1805.0,3549.0,"",rr,159.5,224
133,ar0p,ar0pp0b,2009-09-01T00:00:00,40Ar,18040,p,1963,Cohen-Ganouna,"Cohen-Ganouna, J., Lambert, M. and Schmouker, J. Nucl. Phys. 40 (1963) 82.","40Ar(p,p0)40Ar","EBS","",1023.0,1937.0,"",rr,165.6,244
134,ar0p,ar0pp0c,2009-09-01T00:00:00,40Ar,18040,p,1963,Cohen-Ganouna,"Cohen-Ganouna, J., Lambert, M. and Schmouker, J. Nucl. Phys. 40 (1963) 82.","40Ar(p,p0)40Ar","EBS","",1831.0,1941.0,"",rr,165.6,52
135,ar0p,ar0pp0d,2006-11-20T00:00:00,40Ar,18040,p,1958,Frier,"Frier, G.D., Famularo, K.F., Zipoy, D.M. and Leigh, J. Phys. Rev. 110 (1958) 446.","40Ar(p,p0)40Ar","EBS","",1723.0,2746.0,"",rr,155,146
136,ar0p,ar0pp0e,2008-08-13T00:00:00,40Ar,18040,p,1959,A.K.Valter,"A.K. Valter et al. Izvestiya Academii Nauk v.23 (1959) 846","40Ar(p,p0)40Ar","EBS","",1796.3999,2582.7998,"",mb,88.57,65
137,ar0p,ar0pp0f,2008-08-13T00:00:00,40Ar,18040,p,1959,A.K.Valter,"A.K. Valter et al. Izvestiya Academii Nauk v.23 (1959) 846","40Ar(p,p0)40Ar","EBS","",1815.3,2580.8,"",mb,123.8,85
138,ar0p,ar0pp0g,2008-08-13T00:00:00,40Ar,18040,p,1959,A.K.Valter,"A.K. Valter et al. Izvestiya Academii Nauk v.23 (1959) 846","40Ar(p,p0)40Ar","EBS","",1762.1,2720.4001,"",mb,149.27,108
139,ar6p,ar6pp0$1,2011-08-05T23:01:00,36Ar,18036,p,1992,J.F.Wilkerson,"J.F.Wilkerson+(1992), Jour. Nuclear Physics, Section A, Vol.549, p.223","36Ar(p,p0)36Ar","EBS","T0066014",3276.7,3289.9,"",mb,122.4,33
140,ar6p,ar6pp0$2,2011-08-05T23:02:00,36Ar,18036,p,1992,J.F.Wilkerson,"J.F.Wilkerson+(1992), Jour. Nuclear Physics, Section A, Vol.549, p.223","36Ar(p,p0)36Ar","EBS","T0066014",3276.8,3290.0,"",mb,141,33
141,ar6p,ar6pp0$3,2011-08-05T23:02:00,36Ar,18036,p,1992,J.F.Wilkerson,"J.F.Wilkerson+(1992), Jour. Nuclear Physics, Section A, Vol.549, p.223","36Ar(p,p0)36Ar","EBS","T0066014",3276.9,3290.1,"",mb,163.5,33
142,ar6p,ar6pp0$4,2011-08-05T23:02:00,36Ar,18036,p,1997,N.I.Kaloskamis,"N.I.Kaloskamis+(1997), Jour. Physical Review, Part C, Nuclear Physics, Vol.55, p.640","36Ar(p,p0)36Ar","EBS","C0162002",3215.0,5980.0,"",mb,110,198
143,ar6p,ar6pp0$5,2011-08-05T23:02:00,36Ar,18036,p,1997,N.I.Kaloskamis,"N.I.Kaloskamis+(1997), Jour. Physical Review, Part C, Nuclear Physics, Vol.55, p.640","36Ar(p,p0)36Ar","EBS","C0162003",3215.0,5980.0,"",mb,130,198
144,ar6p,ar6pp0$6,2011-08-05T23:02:00,36Ar,18036,p,1997,N.I.Kaloskamis,"N.I.Kaloskamis+(1997), Jour. Physical Review, Part C, Nuclear Physics, Vol.55, p.640","36Ar(p,p0)36Ar","EBS","C0162004",3215.0,5980.0,"",mb,150,198
145,ar6p,ar6pp0a,2008-10-03T00:00:00,36Ar,18036,p,1961,C.C.Kim,"C.C.Kim et al. Nuclear Physics  v.28 (1961) 438","36Ar(p,p0)36Ar","EBS","",1029.4,1799.4,"",mb,157.8,106
146,ar6p,ar6pp0b,2008-10-03T00:00:00,36Ar,18036,p,1961,C.C.Kim,"C.C.Kim et al. Nuclear Physics  v.28 (1961) 438","36Ar(p,p0)36Ar","EBS","",1432.0,1564.1,"",mb,88.41,32
147,ar6p,ar6pp0c,2008-10-03T00:00:00,36Ar,18036,p,1961,C.C.Kim,"C.C.Kim et al. Nuclear Physics  v.28 (1961) 438","36Ar(p,p0)36Ar","EBS","",1427.2,1526.2999,"",mb,123.98,27
148,ar6p,ar6pp0d,2008-10-03T00:00:00,36Ar,18036,p,1961,C.C.Kim,"C.C.Kim et al. Nuclear Physics  v.28 (1961) 438","36Ar(p,p0)36Ar","EBS","",1433.0,1558.7999,"",mb,159.54,26
149,ar6p,ar6pp0e,2009-01-15T00:00:00,36Ar,18036,p,1964,V.E.Storizhko,"V.E.Storizhko et al. Izvestiya Academii Nauk v.28 (1964) 1146","36Ar(p,p0)36Ar","EBS","",1430.9,3643.3,"",mb,139.97,532
150,ar6p,ar6pp0f,2010-07-16T00:00:00,36Ar,18036,p,1964,V.E.Storizhko,"V.E.Storizhko et al. Izvestiya Academii Nauk v.28 (1964) 1145","36Ar(p,p0)36Ar","EBS","",1481.0,3575.6,"",rr,139.97,139
151,ar6p,ar6pp0g,2010-07-16T00:00:00,36Ar,18036,p,1964,V.E.Storizhko,"V.E.Storizhko et al. Izvestiya Academii Nauk v.28 (1964) 1145","36Ar(p,p0)36Ar","EBS","",1483.0,3571.3,"",rr,88.41,138
152,ar6p,ar6pp0h,2010-07-16T00:00:00,36Ar,18036,p,1964,V.E.Storizhko,"V.E.Storizhko et al. Izvestiya Academii Nauk v.28 (1964) 1145","36Ar(p,p0)36Ar","EBS","",1483.0,3572.9,"",rr,123.67,141
153,ar8p,ar8pga,2010-07-19T00:00:00,38Ar,18038,p,1970,S.Maripuu,"S. Maripuu   Nuclear Physics A v. 151 (1970) 465","38Ar(p,g)39K","PIGE,NRA","",1260.1,2330.9,"",ru,55,761
154,au7p,au7ppga,2013-06-25T19:18:55,197Au,79197,p,1975,G.Deconninck,"G.Deconninck, G.Demortier, J. Rad. Chem. 24 (1975) 437","197Au(p,pg2-1)197Au","PIGE,NRA","",1500.0,2400.0,"191",yield,90,10
155,au7p,au7ppgb,2013-06-25T19:20:27,197Au,79197,p,1975,G.Deconninck,"G.Deconninck, G.Demortier, J. Rad. Chem. 24 (1975) 437","197Au(p,pg3-0)197Au","PIGE,NRA","",1300.0,2400.0,"279",yield,90,12
156,b0a,b0aa0a,2006-06-23T00:00:00,10B,5010,a,1992,McIntyre,"McIntyre Jr., L.C., Leavitt, J.A., Ashbaugh, M.D., Lin, Z. and Stoner Jr., J.O. Nucl. Instr. and Meth. B64 (1992) 457.","10B(a,a0)10B","EBS","",976.5,3275.0,"",rr,170.5,53
157,b0a,b0aa0b,2007-06-26T00:00:00,10B,5010,a,1973,T.Mo,"T.Mo+(1973), Jour. Physical Review, Part C, Nuclear Physics, Vol.8, p.972","10B(a,a0)10B","EBS","F0486002",2023.0,4290.0,"",mb,49.98,112
158,b0a,b0aa0c,2007-06-26T00:00:00,10B,5010,a,1973,T.Mo,"T.Mo+(1973), Jour. Physical Review, Part C, Nuclear Physics, Vol.8, p.972","10B(a,a0)10B","EBS","F0486002",2026.0,4309.0,"",mb,67.95,113
159,b0a,b0aa0d,2007-06-26T00:00:00,10B,5010,a,1973,T.Mo,"T.Mo+(1973), Jour. Physical Review, Part C, Nuclear Physics, Vol.8, p.972","10B(a,a0)10B","EBS","F0486002",2022.0,4305.0,"",mb,90.06,92
160,b0a,b0aa0e,2007-06-26T00:00:00,10B,5010,a,1973,T.Mo,"T.Mo+(1973), Jour. Physical Review, Part C, Nuclear Physics, Vol.8, p.972","10B(a,a0)10B","EBS","F0486002",2021.0,4300.0,"",mb,121.98,102
161,b0a,b0aa0f,2007-06-26T00:00:00,10B,5010,a,1973,T.Mo,"T.Mo+(1973), Jour. Physical Review, Part C, Nuclear Physics, Vol.8, p.972","10B(a,a0)10B","EBS","F0486002",2089.0,4286.0,"",mb,140.02,102
162,b0a,b0aa0g,2007-06-26T00:00:00,10B,5010,a,1973,T.Mo,"T.Mo+(1973), Jour. Physical Review, Part C, Nuclear Physics, Vol.8, p.972","10B(a,a0)10B","EBS","F0486002",2026.0,4307.0,"",mb,162.01,114
163,b0a,b0ap0a,2006-06-23T00:00:00,10B,5010,a,0,G.Giorginis,"G.Giorginis, A.Crametz, P.Misalides, and M.Conti, IBA-12, Tempe, Arizona","10B(a,p0)13C","NRA","",4001.0,5007.0,"",mb,135,71
164,b0a,b0ap0b,2006-06-23T00:00:00,10B,5010,a,2003,H.Chen,"H.Chen et al., Nucl. Instr. Meth. B211 (2003) 1","10B(a,p0)13C","NRA","",1386.0,5296.0,"",mb,90,214
165,b0a,b0ap0c,2009-06-30T00:00:00,10B,5010,a,1992,L.C.McIntyre,"L.C.McIntyre et al. Nicl. Instr. and Methods in Physics Research B v.66 (1992) 221","10B(a,p0)13C","NRA","",1344.9,3322.5,"",ru,135,66
166,b0a,b0ap1a,2006-06-23T00:00:00,10B,5010,a,0,G.Giorginis,"G.Giorginis, A.Crametz, P.Misalides, and M.Conti, IBA-12, Tempe, Arizona","10B(a,p1)13C","NRA","",4001.0,5007.0,"",mb,135,52
167,b0d,b0da0$1,2011-09-01T10:22:00,10B,5010,d,1978,W.Buck,"W.Buck+(1978), Jour. Nuclear Physics, Section A, Vol.297, p.231","10B(d,a0)8Be","NRA","F0203003",734.5,9194.0,"",mb,168.6,32
168,b0d,b0da0$10,2011-09-01T10:24:00,10B,5010,d,1975,V.Valkovic,"V.Valkovic+(1975), Jour. Nuclear Physics, Section A, Vol.239, p.260","10B(d,a0)8Be","NRA","F0371002",2515.0,4493.0,"",mb,130,40
169,b0d,b0da0$11,2011-09-01T10:27:00,10B,5010,d,1960,R.L.Becker,"R.L.Becker(1960), Jour. Physical Review, Vol.119, p.1076","10B(d,a0)8Be","NRA","F0365002",570.6,1481.0,"",mb,90,7
170,b0d,b0da0$2,2011-09-01T10:22:00,10B,5010,d,1978,W.Buck,"W.Buck+(1978), Jour. Nuclear Physics, Section A, Vol.297, p.231","10B(d,a0)8Be","NRA","F0203003",471.8,1779.0,"",mb,147.8,9
171,b0d,b0da0$3,2011-09-01T10:22:00,10B,5010,d,1978,W.Buck,"W.Buck+(1978), Jour. Nuclear Physics, Section A, Vol.297, p.231","10B(d,a0)8Be","NRA","F0203003",1898.0,9070.0,"",mb,145.4,23
172,b0d,b0da0$4,2011-09-01T10:22:00,10B,5010,d,1978,W.Buck,"W.Buck+(1978), Jour. Nuclear Physics, Section A, Vol.297, p.231","10B(d,a0)8Be","NRA","F0203003",559.9,3063.0,"",mb,126,14
173,b0d,b0da0$5,2011-09-01T10:22:00,10B,5010,d,1978,W.Buck,"W.Buck+(1978), Jour. Nuclear Physics, Section A, Vol.297, p.231","10B(d,a0)8Be","NRA","F0203003",3542.0,9278.0,"",mb,122.5,17
174,b0d,b0da0$6,2011-09-01T10:22:00,10B,5010,d,1978,W.Buck,"W.Buck+(1978), Jour. Nuclear Physics, Section A, Vol.297, p.231","10B(d,a0)8Be","NRA","F0203003",552.5,907.2,"",mb,106.8,3
175,b0d,b0da0$7,2011-09-01T10:22:00,10B,5010,d,1978,W.Buck,"W.Buck+(1978), Jour. Nuclear Physics, Section A, Vol.297, p.231","10B(d,a0)8Be","NRA","F0203003",1145.0,3534.0,"",mb,104.8,13
176,b0d,b0da0$8,2011-09-01T10:22:00,10B,5010,d,1978,W.Buck,"W.Buck+(1978), Jour. Nuclear Physics, Section A, Vol.297, p.231","10B(d,a0)8Be","NRA","F0203003",4011.0,9152.0,"",mb,101.3,13
177,b0d,b0da0$9,2011-09-01T10:24:00,10B,5010,d,1975,V.Valkovic,"V.Valkovic+(1975), Jour. Nuclear Physics, Section A, Vol.239, p.260","10B(d,a0)8Be","NRA","F0371002",2489.0,4374.0,"",mb,150,39
178,b0d,b0da0a,2006-06-23T00:00:00,10B,5010,d,1963,K.H.Purser,"K.H.Purser and B.H.Wildenthal, Nucl.Phys., 44(1963), 22","10B(d,a0)8Be","NRA","",977.0,1805.0,"",mb,156,45
179,b0d,b0da0b,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 369","10B(d,a0)8Be","NRA","",894.0,1995.0,"",mb,135,45
180,b0d,b0da0c,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 369","10B(d,a0)8Be","NRA","",894.0,1995.0,"",mb,140,43
181,b0d,b0da0d,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 369","10B(d,a0)8Be","NRA","",894.0,1995.0,"",mb,145,45
182,b0d,b0da0e,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 369","10B(d,a0)8Be","NRA","",894.0,1995.0,"",mb,150,45
183,b0d,b0da0f,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 369","10B(d,a0)8Be","NRA","",894.0,1995.0,"",mb,155,45
184,b0d,b0da0g,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 369","10B(d,a0)8Be","NRA","",894.0,1995.0,"",mb,160,43
185,b0d,b0da0h,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 369","10B(d,a0)8Be","NRA","",894.0,1995.0,"",mb,165,45
186,b0d,b0da0i,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 369","10B(d,a0)8Be","NRA","",894.0,1995.0,"",mb,170,45
187,b0d,b0da0k,2007-07-25T00:00:00,10B,5010,d,1956,J.B.Marion,"J.B.Marion+(1956), Jour. Physical Review, Vol.103, p.1408","10B(d,a0)8Be","NRA","F0246003",917.2,2650.0,"",mb,90,41
188,b0d,b0da0l,2007-07-25T00:00:00,10B,5010,d,1956,J.B.Marion,"J.B.Marion+(1956), Jour. Physical Review, Vol.103, p.1408","10B(d,a0)8Be","NRA","F0246003",912.2,2411.0,"",mb,150,34
189,b0d,b0da0m,2007-07-25T00:00:00,10B,5010,d,1968,M.N.H.Comsan,"M.N.H.Comsan+(1968), Jour. Atomkernenergie, Vol.13, p.415","10B(d,a0)8Be","NRA","F0372002",757.4,2449.0,"",mb,90,78
190,b0d,b0da0n,2007-07-25T00:00:00,10B,5010,d,1968,M.N.H.Comsan,"M.N.H.Comsan+(1968), Jour. Atomkernenergie, Vol.13, p.415","10B(d,a0)8Be","NRA","F0372002",817.4,2488.0,"",mb,150,80
191,b0d,b0da0o,2007-07-25T00:00:00,10B,5010,d,1968,M.N.H.Comsan,"M.N.H.Comsan+(1968), Jour. Atomkernenergie, Vol.13, p.415","10B(d,a0)8Be","NRA","F0372002",784.6,2477.0,"",mb,130,80
192,b0d,b0da0p,2007-07-25T00:00:00,10B,5010,d,1968,M.N.H.Comsan,"M.N.H.Comsan+(1968), Jour. Atomkernenergie, Vol.13, p.415","10B(d,a0)8Be","NRA","F0372002",775.7,2478.0,"",mb,110,80
193,b0d,b0da0r,2007-07-25T00:00:00,10B,5010,d,1977,G.Debras,"G.Debras+(1977), Jour. J.of Radioanalytical Chemistry, Vol.38, p.193","10B(d,a0)8Be","NRA","D0144002",504.86,2958.4,"",mb,135,92
194,b0d,b0da1$1,2011-09-01T10:27:00,10B,5010,d,1960,R.L.Becker,"R.L.Becker(1960), Jour. Physical Review, Vol.119, p.1076","10B(d,a1)8Be","NRA","F0365002",581.7,1486.0,"",mb,90,7
195,b0d,b0da1$2,2011-09-01T10:28:00,10B,5010,d,1960,R.L.Becker,"R.L.Becker(1960), Jour. Physical Review, Vol.119, p.1076","10B(d,a1)8Be","NRA","F0365003",580.0,1480.0,"",mb,138.6,7
196,b0d,b0da1$3,2011-09-01T10:29:00,10B,5010,d,1960,R.L.Becker,"R.L.Becker(1960), Jour. Physical Review, Vol.119, p.1076","10B(d,a1)8Be","NRA","F0365003",580.0,1480.0,"",mb,128.7,7
197,b0d,b0da1$4,2011-09-01T10:29:00,10B,5010,d,1960,R.L.Becker,"R.L.Becker(1960), Jour. Physical Review, Vol.119, p.1076","10B(d,a1)8Be","NRA","F0365003",580.0,1480.0,"",mb,118.7,7
198,b0d,b0da1$5,2011-09-01T10:29:00,10B,5010,d,1960,R.L.Becker,"R.L.Becker(1960), Jour. Physical Review, Vol.119, p.1076","10B(d,a1)8Be","NRA","F0365003",580.0,1480.0,"",mb,108.2,7
199,b0d,b0da1$6,2011-09-01T10:29:00,10B,5010,d,1960,R.L.Becker,"R.L.Becker(1960), Jour. Physical Review, Vol.119, p.1076","10B(d,a1)8Be","NRA","F0365003",580.0,1480.0,"",mb,98.8,7
200,b0d,b0da1a,2006-06-23T00:00:00,10B,5010,d,1963,K.H.Purser,"K.H.Purser and B.H.Wildenthal, Nucl.Phys., 44(1963), 22","10B(d,a1)8Be","NRA","",976.0,1798.0,"",mb,156,45
201,b0d,b0dd0$1,2011-09-01T10:31:00,10B,5010,d,1967,R.V.Poore,"R.V.Poore+(1967), Jour. Nuclear Physics, Section A, Vol.92, p.97","10B(d,d0)10B","EBS","F0334005",1725.0,2556.0,"",mb,90,38
202,b0d,b0dp0$1,2011-09-01T10:36:00,10B,5010,d,1978,M.N.H.Comsan,"M.N.H.Comsan+(1978), Jour. Atomkernenergie, Vol.32, p.189","10B(d,p0)11B","NRA","F0287003",800.0,2400.0,"",mb,150.2,5
203,b0d,b0dp0$2,2011-09-01T10:38:00,10B,5010,d,1978,M.N.H.Comsan,"M.N.H.Comsan+(1978), Jour. Atomkernenergie, Vol.32, p.189","10B(d,p0)11B","NRA","F0287003",800.0,2400.0,"",mb,140.3,5
204,b0d,b0dp0$3,2011-09-01T10:38:00,10B,5010,d,1978,M.N.H.Comsan,"M.N.H.Comsan+(1978), Jour. Atomkernenergie, Vol.32, p.189","10B(d,p0)11B","NRA","F0287003",800.0,2400.0,"",mb,130.1,5
205,b0d,b0dp0$4,2011-09-01T10:38:00,10B,5010,d,1978,M.N.H.Comsan,"M.N.H.Comsan+(1978), Jour. Atomkernenergie, Vol.32, p.189","10B(d,p0)11B","NRA","F0287003",800.0,2400.0,"",mb,120,5
206,b0d,b0dp0$5,2011-09-01T10:38:00,10B,5010,d,1978,M.N.H.Comsan,"M.N.H.Comsan+(1978), Jour. Atomkernenergie, Vol.32, p.189","10B(d,p0)11B","NRA","F0287003",800.0,2400.0,"",mb,110,5
207,b0d,b0dp0$6,2011-09-01T10:38:00,10B,5010,d,1978,M.N.H.Comsan,"M.N.H.Comsan+(1978), Jour. Atomkernenergie, Vol.32, p.189","10B(d,p0)11B","NRA","F0287003",800.0,2400.0,"",mb,100.1,5
208,b0d,b0dp0$7,2011-09-01T10:41:00,10B,5010,d,1978,M.N.H.Comsan,"M.N.H.Comsan+(1978), Jour. Atomkernenergie, Vol.32, p.189","10B(d,p0)11B","NRA","F0287002",1007.0,2500.0,"",mb,120,31
209,b0d,b0dp0$8,2011-09-01T10:44:00,10B,5010,d,1972,N.Arena,"N.Arena+(1972), Jour. Lettere al Nuovo Cimento, Vol.5, p.879","10B(d,p0)11B","NRA","F0456003",723.0,2502.0,"",mb,150,37
210,b0d,b0dp0$9,2011-09-01T10:44:00,10B,5010,d,1972,N.Arena,"N.Arena+(1972), Jour. Lettere al Nuovo Cimento, Vol.5, p.879","10B(d,p0)11B","NRA","F0456003",698.6,2498.0,"",mb,90,37
211,b0d,b0dp0a,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 357","10B(d,p0)11B","NRA","",894.0,1995.0,"",mb,135,45
212,b0d,b0dp0b,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 357","10B(d,p0)11B","NRA","",894.0,1995.0,"",mb,140,47
213,b0d,b0dp0c,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 357","10B(d,p0)11B","NRA","",894.0,1995.0,"",mb,145,46
214,b0d,b0dp0d,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 357","10B(d,p0)11B","NRA","",894.0,1995.0,"",mb,150,46
215,b0d,b0dp0e,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 357","10B(d,p0)11B","NRA","",894.0,1995.0,"",mb,155,46
216,b0d,b0dp0f,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 357","10B(d,p0)11B","NRA","",894.0,1995.0,"",mb,135,46
217,b0d,b0dp0g,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 357","10B(d,p0)11B","NRA","",894.0,1995.0,"",mb,165,45
218,b0d,b0dp0h,2009-10-11T00:00:00,10B,5010,d,2007,M.Kokkoris,"M. Kokkoris et al. NIM B263 (2007) 357","10B(d,p0)11B","NRA","",894.0,1995.0,"",mb,170,45
219,b0d,b0dp1$1,2011-09-01T10:38:00,10B,5010,d,1978,M.N.H.Comsan,"M.N.H.Comsan+(1978), Jour. Atomkernenergie, Vol.32, p.189","10B(d,p1)11B","NRA","F0287003",800.0,2400.0,"",mb,150.9,5
220,b0d,b0dp1$10,2011-09-01T10:44:00,10B,5010,d,1972,N.Arena,"N.Arena+(1972), Jour. Lettere al Nuovo Cimento, Vol.5, p.879","10B(d,p1)11B","NRA","F0456003",693.8,2491.0,"",mb,90,37
221,b0d,b0dp1$2,2011-09-01T10:38:00,10B,5010,d,1978,M.N.H.Comsan,"M.N.H.Comsan+(1978), Jour. Atomkernenergie, Vol.32, p.189","10B(d,p1)11B","NRA","F0287003",800.0,2400.0,"",mb,140.9,5
222,b0d,b0dp1$3,2011-09-01T10:38:00,10B,5010,d,1978,M.N.H.Comsan,"M.N.H.Comsan+(1978), Jour. Atomkernenergie, Vol.32, p.189","10B(d,p1)11B","NRA","F0287003",800.0,2400.0,"",mb,130.6,5
223,b0d,b0dp1$4,2011-09-01T10:38:00,10B,5010,d,1978,M.N.H.Comsan,"M.N.H.Comsan+(1978), Jour. Atomkernenergie, Vol.32, p.189","10B(d,p1)11B","NRA","F0287003",800.0,2400.0,"",mb,120.6,5
